pos_idx,ra,dec,src_index,num_matches,obs_jd,obs_date,mag,exp_duration_s,n_plates_total,n_study_plates,kp_max_02d,kp_bin,kp_label,nuclear_window
133,115.2,-28.421052631578945,1144,1,2433679.278872,1951-02-01,17.128536224365234,,1541,128,6.667,2,G2 (6),True
133,115.2,-28.421052631578945,1758,1,2433679.278867,1951-02-01,16.732465744018555,,1524,126,6.667,2,G2 (6),True
133,115.2,-28.421052631578945,3070,1,2432978.364203,1949-03-02,14.718536376953125,,1542,129,4.667,0,Quiet (<5),False
133,115.2,-28.421052631578945,3701,1,2433265.411137,1949-12-14,17.226787567138672,,1541,128,3.667,0,Quiet (<5),False
133,115.2,-28.421052631578945,3709,1,2434400.294085,1953-01-22,12.56625747680664,,1534,125,4.667,0,Quiet (<5),False
133,115.2,-28.421052631578945,3811,1,2433033.225489,1949-04-26,12.958312034606934,,1516,125,3.333,0,Quiet (<5),False
134,129.6,-28.421052631578945,65,1,2434071.296001,1952-02-28,16.194656372070312,,1447,125,6.333,2,G2 (6),False
134,129.6,-28.421052631578945,90,1,2432969.373845,1949-02-21,13.702179908752441,,1448,126,5.0,1,G1 (5),False
134,129.6,-28.421052631578945,405,1,2433281.552833,1949-12-31,14.650145530700684,,1448,126,4.0,0,Quiet (<5),False
134,129.6,-28.421052631578945,538,1,2433281.552846,1949-12-31,14.089383125305176,,1448,126,4.0,0,Quiet (<5),False
134,129.6,-28.421052631578945,572,1,2433281.552832,1949-12-31,15.700955390930176,,1448,126,4.0,0,Quiet (<5),False
134,129.6,-28.421052631578945,667,1,2434445.386474,1953-03-08,14.472596168518066,,1476,128,6.667,2,G2 (6),False
135,144.0,-28.421052631578945,17,1,2433706.686703,1951-03-01,14.417770385742188,,1583,134,7.0,3,G3 (7),False
135,144.0,-28.421052631578945,279,1,2433269.950085,1949-12-19,10.297033309936523,,1583,134,2.333,0,Quiet (<5),False
135,144.0,-28.421052631578945,578,1,2434126.343205,1952-04-23,14.762894630432129,,1582,133,8.333,4,G4-G5 (>=8),True
135,144.0,-28.421052631578945,928,1,2433706.686703,1951-03-01,14.332656860351562,,1580,134,7.0,3,G3 (7),False
137,172.8,-28.421052631578945,117,1,2433011.261926,1949-04-04,15.850378036499023,,1583,117,3.333,0,Quiet (<5),False
138,187.20000000000002,-28.421052631578945,95,1,2433833.321576,1951-07-05,14.849180221557617,,1649,100,5.0,1,G1 (5),False
138,187.20000000000002,-28.421052631578945,298,1,2433409.290941,1950-05-07,15.127205848693848,,1650,103,5.333,1,G1 (5),False
139,201.6,-28.421052631578945,32,1,2433829.276901,1951-07-01,17.380023956298828,,1870,114,7.0,3,G3 (7),False
139,201.6,-28.421052631578945,110,1,2433829.276898,1951-07-01,17.471481323242188,,1870,114,7.0,3,G3 (7),False
139,201.6,-28.421052631578945,525,1,2433829.27692,1951-07-01,17.499244689941406,,1890,115,7.0,3,G3 (7),False
140,216.0,-28.421052631578945,690,1,2432976.451695,1949-02-28,16.03741455078125,,2100,89,5.333,1,G1 (5),False
141,230.4,-28.421052631578945,267,1,2433113.321866,1949-07-15,16.876937866210938,,2003,105,4.333,0,Quiet (<5),False
142,244.8,-28.421052631578945,110,1,2433036.415738,1949-04-29,14.083621978759766,,2302,118,5.333,1,G1 (5),False
142,244.8,-28.421052631578945,324,1,2433090.234586,1949-06-22,17.062667846679688,,2302,118,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,389,1,2434218.237653,1952-07-24,10.724834442138672,,2303,119,4.333,0,Quiet (<5),False
142,244.8,-28.421052631578945,559,1,2433887.248724,1951-08-28,16.13222885131836,,2387,115,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,799,1,2433097.380333,1949-06-29,17.391706466674805,,2303,119,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,997,1,2434218.237643,1952-07-24,9.781121253967285,,2303,119,4.333,0,Quiet (<5),False
142,244.8,-28.421052631578945,1102,1,2433056.417514,1949-05-19,17.768775939941406,,2302,118,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,1281,1,2433367.629794,1950-03-27,9.577134132385254,,2303,119,5.0,1,G1 (5),False
142,244.8,-28.421052631578945,1706,1,2433887.248726,1951-08-28,14.599478721618652,,2387,115,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,2016,1,2433533.22354,1950-09-08,15.00284194946289,,2465,121,5.667,1,G1 (5),False
142,244.8,-28.421052631578945,2262,1,2433176.223768,1949-09-16,13.634471893310547,,2289,115,5.333,1,G1 (5),False
142,244.8,-28.421052631578945,2463,1,2433887.248712,1951-08-28,15.56804084777832,,2387,115,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,2470,1,2433083.624335,1949-06-16,12.682841300964355,,2303,119,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,2475,1,2433887.248716,1951-08-28,15.886028289794922,,2288,114,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,2747,1,2433887.248708,1951-08-28,15.685784339904785,,2288,114,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,2800,1,2433500.341708,1950-08-06,14.717029571533203,,2465,121,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,2956,1,2433500.341688,1950-08-06,13.922395706176758,,2289,115,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,2967,1,2433042.441514,1949-05-05,17.159563064575195,,2388,116,7.0,3,G3 (7),False
142,244.8,-28.421052631578945,3027,1,2433097.380323,1949-06-29,16.986125946044922,,2388,116,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,3041,1,2433823.391743,1951-06-25,16.180816650390625,,2302,118,5.667,1,G1 (5),False
142,244.8,-28.421052631578945,3318,1,2433070.511615,1949-06-03,17.162687301635742,,2466,122,5.0,1,G1 (5),False
142,244.8,-28.421052631578945,3416,1,2433071.380068,1949-06-03,16.56576919555664,,2465,121,5.0,1,G1 (5),False
142,244.8,-28.421052631578945,3466,1,2433056.417514,1949-05-19,17.791976928710938,,2288,114,3.667,0,Quiet (<5),False
142,244.8,-28.421052631578945,3831,1,2433887.248719,1951-08-28,14.878000259399414,,2387,115,6.0,2,G2 (6),False
142,244.8,-28.421052631578945,3929,1,2433833.218147,1951-07-05,17.32958984375,,2288,114,5.0,1,G1 (5),False
142,244.8,-28.421052631578945,4054,1,2432955.599216,1949-02-08,16.60043716430664,,2302,118,5.333,1,G1 (5),False
142,244.8,-28.421052631578945,4113,1,2433097.313855,1949-06-29,17.539281845092773,,2466,122,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,21,1,2433096.492013,1949-06-28,10.668054580688477,,2408,145,3.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,194,1,2433512.279414,1950-08-18,17.03274154663086,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,222,1,2433015.537261,1949-04-09,12.987215042114258,,2408,145,7.333,3,G3 (7),False
143,259.2,-28.421052631578945,266,1,2433015.537257,1949-04-09,13.85908317565918,,2408,145,7.333,3,G3 (7),False
143,259.2,-28.421052631578945,286,1,2434221.290122,1952-07-27,12.671402931213379,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,304,1,2433418.870244,1950-05-17,9.909306526184082,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,316,1,2433015.53726,1949-04-09,15.763845443725586,,2408,145,7.333,3,G3 (7),False
143,259.2,-28.421052631578945,485,1,2434221.290125,1952-07-27,13.257766723632812,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,499,1,2433042.550001,1949-05-06,11.541813850402832,,2408,145,6.0,2,G2 (6),False
143,259.2,-28.421052631578945,696,1,2433399.481606,1950-04-27,10.397594451904297,,2408,145,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,973,1,2433003.516979,1949-03-28,11.82034683227539,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,990,1,2433057.391994,1949-05-20,15.786672592163086,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,1569,1,2434099.575817,1952-03-28,13.761874198913574,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,1951,1,2433391.397952,1950-04-19,16.63140869140625,,2408,145,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,2418,1,2433418.870247,1950-05-17,10.169528007507324,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,2426,1,2434099.575821,1952-03-28,13.909558296203613,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,2618,1,2433116.397761,1949-07-18,15.75454330444336,,2407,144,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,2645,1,2433040.493703,1949-05-03,14.278953552246094,,2446,143,7.0,3,G3 (7),False
143,259.2,-28.421052631578945,2870,1,2433477.698686,1950-07-15,11.221269607543945,,2446,143,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,3291,1,2433428.573826,1950-05-27,11.664546966552734,,2446,143,7.0,3,G3 (7),False
143,259.2,-28.421052631578945,3414,1,2433040.493713,1949-05-03,15.08248519897461,,2408,145,7.0,3,G3 (7),False
143,259.2,-28.421052631578945,3490,1,2434098.594716,1952-03-27,16.602460861206055,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,3543,1,2433015.537256,1949-04-09,15.35015869140625,,2446,143,7.333,3,G3 (7),False
143,259.2,-28.421052631578945,3600,1,2433425.498827,1950-05-23,14.177762031555176,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,3729,1,2434218.238607,1952-07-24,11.73393726348877,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,3814,1,2433031.497607,1949-04-24,14.309882164001465,,2446,143,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,4003,1,2433393.976077,1950-04-22,9.92564582824707,,2408,145,5.667,1,G1 (5),False
143,259.2,-28.421052631578945,4408,1,2433398.492229,1950-04-26,13.668675422668457,,2407,144,5.667,1,G1 (5),False
143,259.2,-28.421052631578945,4653,1,2433119.293136,1949-07-21,11.823446273803711,,2408,145,4.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,4765,1,2433399.481601,1950-04-27,11.631540298461914,,2446,143,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,4824,1,2433097.417928,1949-06-29,14.28984546661377,,2407,144,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,4888,1,2433172.238063,1949-09-12,12.962871551513672,,2445,142,5.667,1,G1 (5),False
143,259.2,-28.421052631578945,5388,1,2433477.69869,1950-07-15,11.158279418945312,,2408,145,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,5458,1,2434098.62415,1952-03-27,12.689725875854492,,2446,143,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,5561,1,2434098.59474,1952-03-27,16.706140518188477,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,5767,1,2433424.390016,1950-05-22,16.240257263183594,,2445,142,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,5778,1,2433119.293134,1949-07-21,11.902649879455566,,2446,143,4.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,5883,1,2433003.516984,1949-03-28,15.116341590881348,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,5986,1,2433393.976076,1950-04-22,9.91653823852539,,2408,145,5.667,1,G1 (5),False
143,259.2,-28.421052631578945,6209,1,2433003.516995,1949-03-28,16.161781311035156,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,6513,1,2433418.870237,1950-05-17,10.07075023651123,,2446,143,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,6757,1,2434133.942696,1952-05-01,10.605472564697266,,2408,145,7.333,3,G3 (7),True
143,259.2,-28.421052631578945,6848,1,2433003.51699,1949-03-28,16.273225784301758,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,6897,1,2433057.39199,1949-05-20,15.689666748046875,,2446,143,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,6949,1,2433003.516977,1949-03-28,13.918510437011719,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,7227,1,2433836.497879,1951-07-08,13.517101287841797,,2408,145,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,7233,1,2433010.482578,1949-04-03,13.262484550476074,,2407,144,3.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,7290,1,2434098.594719,1952-03-27,16.873924255371094,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,7435,1,2434221.290114,1952-07-27,13.824786186218262,,2445,142,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,7716,1,2434218.677894,1952-07-25,9.873542785644531,,2408,145,3.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,7890,1,2434098.594711,1952-03-27,16.824308395385742,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,8029,1,2434594.694173,1953-08-05,9.597044944763184,,2446,143,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,8244,1,2433057.392002,1949-05-20,15.895562171936035,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,8273,1,2432987.602733,1949-03-12,9.499791145324707,,2446,143,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,9135,1,2434098.594743,1952-03-27,16.793231964111328,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,9654,1,2433424.390022,1950-05-22,15.047472953796387,,2445,142,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,9782,1,2433822.664228,1951-06-25,12.030967712402344,,2408,145,5.667,1,G1 (5),False
143,259.2,-28.421052631578945,9912,1,2433116.397755,1949-07-18,15.963687896728516,,2407,144,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,9989,1,2433057.391989,1949-05-20,15.567352294921875,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,10094,1,2434098.594708,1952-03-27,16.664461135864258,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,10336,1,2433116.397753,1949-07-18,16.317035675048828,,2446,143,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,10356,1,2433003.516965,1949-03-28,13.931921005249023,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,10477,1,2433042.550013,1949-05-06,12.079488754272461,,2408,145,6.0,2,G2 (6),False
143,259.2,-28.421052631578945,10702,1,2433003.516989,1949-03-28,13.313544273376465,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,11249,1,2433015.537241,1949-04-09,14.396239280700684,,2446,143,7.333,3,G3 (7),False
143,259.2,-28.421052631578945,11282,1,2433012.521286,1949-04-06,14.139507293701172,,2407,144,2.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,11399,1,2434218.238628,1952-07-24,10.983442306518555,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,11401,1,2433003.51699,1949-03-28,14.796924591064453,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,11558,1,2433384.929872,1950-04-13,11.661105155944824,,2445,142,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,11726,1,2434274.235544,1952-09-18,10.522635459899902,,2446,143,3.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,11844,1,2433040.493714,1949-05-03,15.912707328796387,,2446,143,7.0,3,G3 (7),False
143,259.2,-28.421052631578945,11863,1,2433424.390028,1950-05-22,16.304515838623047,,2407,144,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,11983,1,2433003.517003,1949-03-28,15.230301856994629,,2376,135,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,12077,1,2433031.497603,1949-04-24,14.850593566894531,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,12484,1,2433385.929956,1950-04-14,11.369467735290527,,2445,142,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,12580,1,2433425.498824,1950-05-23,15.072708129882812,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,12703,1,2433057.391997,1949-05-20,15.759896278381348,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,12752,1,2434098.624179,1952-03-27,14.017007827758789,,2408,145,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,12860,1,2433836.497875,1951-07-08,15.550919532775879,,2408,145,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,12990,1,2433417.379092,1950-05-15,9.516729354858398,,2445,142,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,13363,1,2434098.594719,1952-03-27,16.746822357177734,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,13870,1,2433003.516988,1949-03-28,16.08147621154785,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,14405,1,2433384.929874,1950-04-13,11.43594741821289,,2445,142,5.0,1,G1 (5),False
143,259.2,-28.421052631578945,14687,1,2433003.516963,1949-03-28,16.076452255249023,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,14772,1,2433031.497598,1949-04-24,15.102601051330566,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,14811,1,2433057.391995,1949-05-20,14.951822280883789,,2408,145,3.0,0,Quiet (<5),False
143,259.2,-28.421052631578945,14864,1,2433836.497882,1951-07-08,15.717577934265137,,2408,145,3.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,14863,1,2433003.517,1949-03-28,15.70319652557373,,2408,145,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,15051,1,2433425.498832,1950-05-23,14.936866760253906,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,15546,1,2433391.397927,1950-04-19,16.375286102294922,,2446,143,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,15599,1,2433751.908139,1951-04-15,11.39126968383789,,2446,143,6.0,2,G2 (6),False
143,259.2,-28.421052631578945,16095,1,2433418.870248,1950-05-17,9.984709739685059,,2376,135,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,16286,1,2434098.594744,1952-03-27,16.73176383972168,,2407,144,4.667,0,Quiet (<5),False
143,259.2,-28.421052631578945,16377,1,2433003.517001,1949-03-28,13.960919380187988,,2376,135,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,16412,1,2434274.235576,1952-09-18,11.46862506866455,,2446,143,3.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,16751,1,2433003.516964,1949-03-28,14.379351615905762,,2446,143,4.333,0,Quiet (<5),False
143,259.2,-28.421052631578945,16966,1,2433418.870237,1950-05-17,10.019500732421875,,2408,145,5.333,1,G1 (5),False
143,259.2,-28.421052631578945,17057,1,2434602.308916,1953-08-12,11.011164665222168,,2446,143,5.667,1,G1 (5),True
144,273.6,-28.421052631578945,19,1,2434267.330027,1952-09-11,13.716877937316895,,1585,74,6.0,2,G2 (6),False
144,273.6,-28.421052631578945,50,1,2434267.330027,1952-09-11,14.341646194458008,,1585,74,6.0,2,G2 (6),False
144,273.6,-28.421052631578945,63,1,2434249.354493,1952-08-24,14.00454044342041,,1585,74,4.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,62,1,2433421.455689,1950-05-19,16.118074417114258,,1585,74,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,95,1,2433425.471988,1950-05-23,14.56555461883545,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,96,1,2433896.284662,1951-09-06,14.886423110961914,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,120,1,2434214.23835,1952-07-20,13.362902641296387,,1585,74,5.667,1,G1 (5),False
144,273.6,-28.421052631578945,121,1,2434210.37893,1952-07-16,13.89582633972168,,1585,74,4.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,132,1,2434898.477016,1954-06-04,12.120874404907227,,1585,74,3.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,165,1,2434221.236915,1952-07-27,12.457915306091309,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,178,1,2434626.325153,1953-09-05,14.354307174682617,,1585,74,7.333,3,G3 (7),False
144,273.6,-28.421052631578945,173,1,2434898.477017,1954-06-04,11.681220054626465,,1585,74,3.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,181,1,2434591.298794,1953-08-01,13.354636192321777,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,211,1,2434898.497102,1954-06-04,11.171433448791504,,1585,74,3.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,230,1,2434591.298793,1953-08-01,13.030172348022461,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,298,1,2434571.373683,1953-07-12,13.766966819763184,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,307,1,2434571.319666,1953-07-12,12.741687774658203,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,335,1,2434267.330025,1952-09-11,14.393501281738281,,1585,74,6.0,2,G2 (6),False
144,273.6,-28.421052631578945,384,1,2434626.333461,1953-09-05,15.733941078186035,,1585,74,7.333,3,G3 (7),False
144,273.6,-28.421052631578945,414,1,2434267.330028,1952-09-11,14.443885803222656,,1585,74,6.0,2,G2 (6),False
144,273.6,-28.421052631578945,434,1,2434268.220557,1952-09-12,14.520092010498047,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,460,1,2434240.381863,1952-08-15,17.190479278564453,,1585,74,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,474,1,2433425.471988,1950-05-23,16.08953285217285,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,509,1,2433477.25639,1950-07-14,15.753941535949707,,1585,74,7.0,3,G3 (7),False
144,273.6,-28.421052631578945,502,1,2434626.31269,1953-09-05,14.410470962524414,,1585,74,7.333,3,G3 (7),False
144,273.6,-28.421052631578945,526,1,2433897.238909,1951-09-07,12.401905059814453,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,527,1,2434898.488445,1954-06-04,13.269254684448242,,1585,74,3.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,544,1,2434233.262983,1952-08-08,14.202535629272461,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,540,1,2434225.260396,1952-07-31,14.414886474609375,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,557,1,2433425.471987,1950-05-23,14.663370132446289,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,584,1,2434221.236912,1952-07-27,13.140564918518066,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,603,1,2434221.236911,1952-07-27,13.022372245788574,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,634,1,2434597.346782,1953-08-07,14.237858772277832,,1585,74,3.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,643,1,2434591.298797,1953-08-01,11.681259155273438,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,649,1,2434135.417869,1952-05-02,13.120739936828613,,1585,74,6.667,2,G2 (6),True
144,273.6,-28.421052631578945,679,1,2434135.434491,1952-05-02,12.823390007019043,,1585,74,6.667,2,G2 (6),True
144,273.6,-28.421052631578945,706,1,2433453.32362,1950-06-20,14.392059326171875,,1585,74,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,705,1,2433472.326973,1950-07-09,15.097762107849121,,1585,74,3.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,711,1,2434233.262984,1952-08-08,14.068516731262207,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,731,1,2433836.398602,1951-07-08,15.023336410522461,,1585,74,3.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,732,1,2433425.471987,1950-05-23,15.934103012084961,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,749,1,2433425.471991,1950-05-23,15.294721603393555,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,777,1,2433425.471989,1950-05-23,16.27579116821289,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,783,1,2433425.471991,1950-05-23,15.860697746276855,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,790,1,2434571.319668,1953-07-12,12.963665962219238,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,806,1,2434597.346788,1953-08-07,14.137351989746094,,1585,74,3.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,825,1,2433425.47199,1950-05-23,15.689410209655762,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,837,1,2433425.47199,1950-05-23,15.915481567382812,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,841,1,2433894.279917,1951-09-04,14.941325187683105,,1585,74,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,869,1,2434221.30547,1952-07-27,14.638273239135742,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,908,1,2433753.49409,1951-04-16,10.363055229187012,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,929,1,2434898.477018,1954-06-04,11.755892753601074,,1585,74,3.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,937,1,2434896.466829,1954-06-02,12.423678398132324,,1584,73,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,939,1,2434135.417874,1952-05-02,12.290458679199219,,1585,74,6.667,2,G2 (6),True
144,273.6,-28.421052631578945,943,1,2434591.298792,1953-08-01,11.708200454711914,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,997,1,2433456.282199,1950-06-23,14.503702163696289,,1585,74,5.667,1,G1 (5),False
144,273.6,-28.421052631578945,1016,1,2434233.220043,1952-08-08,14.363571166992188,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1035,1,2434210.310372,1952-07-16,12.791878700256348,,1585,74,4.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,1046,1,2434626.333462,1953-09-05,15.690423965454102,,1585,74,7.333,3,G3 (7),False
144,273.6,-28.421052631578945,1053,1,2434223.263204,1952-07-29,13.348235130310059,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,1083,1,2434267.330025,1952-09-11,14.0493745803833,,1585,74,6.0,2,G2 (6),False
144,273.6,-28.421052631578945,1087,1,2434135.417873,1952-05-02,12.906957626342773,,1585,74,6.667,2,G2 (6),True
144,273.6,-28.421052631578945,1091,1,2434214.238349,1952-07-20,12.554596900939941,,1585,74,5.667,1,G1 (5),False
144,273.6,-28.421052631578945,1178,1,2433753.47747,1951-04-16,12.400999069213867,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1197,1,2434268.287033,1952-09-12,14.600896835327148,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1241,1,2433425.471991,1950-05-23,15.882333755493164,,1585,74,5.333,1,G1 (5),False
144,273.6,-28.421052631578945,1299,1,2434896.466828,1954-06-02,12.862282752990723,,1584,73,3.0,0,Quiet (<5),False
144,273.6,-28.421052631578945,1298,1,2434571.319665,1953-07-12,13.296515464782715,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1307,1,2434233.262986,1952-08-08,13.464472770690918,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1309,1,2434221.236913,1952-07-27,12.754586219787598,,1585,74,4.333,0,Quiet (<5),False
144,273.6,-28.421052631578945,1329,1,2434268.26488,1952-09-12,13.936513900756836,,1585,74,4.667,0,Quiet (<5),False
144,273.6,-28.421052631578945,1338,1,2434268.264879,1952-09-12,14.5160551071167,,1585,74,4.667,0,Quiet (<5),False
